Data/Hora, Temperatura Externa, Temperatura Interna, Temperatura Referencia, Sinal de Controle
2021-09-06 21:29:12, 30.305, 67.688, 67.000, 0%
2021-09-06 21:29:14, 30.299, 67.500, 67.000, 0%
2021-09-06 21:29:16, 30.294, 67.375, 67.000, 0%
2021-09-06 21:29:18, 30.289, 67.375, 67.000, 0%
2021-09-06 21:29:20, 30.284, 67.312, 67.000, 0%
2021-09-06 21:29:22, 30.280, 67.188, 67.000, 0%
2021-09-06 21:29:24, 30.275, 67.188, 67.000, 0%
2021-09-06 21:29:26, 30.271, 67.062, 67.000, 0%
2021-09-06 21:29:28, 30.268, 67.000, 67.000, 0%
2021-09-06 21:29:30, 30.267, 67.000, 67.000, 0%
2021-09-06 21:29:32, 30.263, 66.812, 67.000, 0%
2021-09-06 21:29:34, 30.261, 66.688, 67.000, 0%
2021-09-06 21:29:36, 30.259, 66.688, 67.000, 0%
2021-09-06 21:29:38, 30.257, 66.562, 67.000, 0%
2021-09-06 21:29:40, 30.255, 66.438, 67.000, 0%
2021-09-06 21:29:42, 30.255, 66.438, 67.000, 0%
2021-09-06 21:29:44, 30.255, 66.312, 67.000, 0%
2021-09-06 21:29:46, 30.254, 66.188, 67.000, 0%
2021-09-06 21:29:48, 30.253, 66.188, 67.000, 0%
2021-09-06 21:29:50, 30.252, 66.000, 67.000, 0%
2021-09-06 21:29:52, 30.252, 65.812, 67.000, 0%
2021-09-06 21:29:54, 30.251, 65.812, 67.000, 0%
2021-09-06 21:29:56, 30.250, 65.688, 67.000, 0%
2021-09-06 21:29:58, 30.249, 65.562, 67.000, 0%
2021-09-06 21:30:00, 30.249, 65.562, 67.000, 0%
2021-09-06 21:30:02, 30.248, 65.438, 67.000, 0%
2021-09-06 21:30:04, 30.248, 65.312, 67.000, 0%
2021-09-06 21:30:06, 30.247, 65.312, 67.000, 0%
2021-09-06 21:30:08, 30.247, 65.000, 67.000, 0%
2021-09-06 21:30:10, 30.246, 64.938, 67.000, 100%
2021-09-06 21:30:12, 30.246, 64.938, 67.000, 100%
